en	hi	pos
dressing	कपड़ा पहनना; पटटी बाँधना; सजावट; भराव	N
dressing down	डाँट फटकार	N
dressing gown	रात के कपडों पर पहना जाने वाला कोट	N
dressing room	कपड़े बदलने का कमरा	N
dressy	शानदार; बहुतबढ़िया	Adj
dribble	टपकन; टपका-टपकी; बच्चेकीलारनिकलना	N
dribble	टपकनायाटपकाना; लारकागिरना; खेलमेंगेंदकोआगेकीतरफलेजाना	V
dribs	अल्पमात्रा	N
drier	शुष्कक	N
drift	बहावसंवहन; अपवहन{deviation}; अभिप्राययाअर्थ; अपोढ़{deposit}	N
drift	बहजाना; घूमना-फिरना; प्रवाहितकरना; अपोढ़बालूरेती	V
drifter	घुमक्कड़	N
drift-net	प्रवाहीजाल	N
driftwood	बहकरआयीलकड़ी	N
drill	छेदकरनेवालीमशीन; फौजीशिक्षाकवायद; कठोरअनुशासनमेंरहकरशिक्षादेना; किसीकामकोकरनेकासहीतरीका	N
drill	छेदकरना; अनुशासनमेंरहकरशिक्षादेना	V
drink	पेययाशरबत; शराब	N
drink	पीना; पानकरना; मदिरापानकरना	V
drinkable	पीनेयोग्य	Adj
drinker	पीनेवाला; पियक्कड़	N
drinking	पेयपदार्थ	N
drip	टपकनायाटपकाना	V
dripping	बहुतगीला	Adj
drip	टपकन; टपक; चिकित्सीययंत्र{जिससेतरलभोज्यपदार्थयादवामरीजकीशिरामेंभेजीजातीहै}	N
dripping	मांसरस	N
drive	हाँकना; चलाना; लेजाना; भगाना; बाध्यकरना; ठोंकना; घुसादेना; गेंदजोरसेहिटकरना; प्रेरितकरना	V
drive	सैर; गेंदमेंहिटलगाना; रमणीकस्थलसेजानेवालामार्ग; ऊर्जस्विताकर्मशक्ति; यान्त्रिकत्वशक्ति; प्रबलप्रेरणा	N
drivel	बकवास	N
driver	चालक; गाड़ीवान; कोचवान	N
drizzle	बूंदाबांदी	N
drizzle	बूंदाबांदीहोना; छिड़कना	V
drone	आवाज़{मधुमक्खीआदिकी}; कामचोर	N
drone	आवाज़करना{मधुमक्खीजैसी}	V
drop	बूँद; गिरावट	N
drop	गिरना; चलेजाना	VI
drop	गिराना; निकालदेना; बताना; छोड़ना; जन्मदेना	VT
drought	सूखा; अकाल	N
drove	झुंड	N
drown	डूबना[डुबाना]	V
drowsiness	ऊँघ; सुस्ती	N
drowsy	ऊंघताहुआ; नींदसेभराहुआ	Adj
drub	ठोकना; पीटना	VT
drubbing	ठुकाई	N
drug	दवा	N
drug	दवादेना; बेहोशीकीदवादेना	VT
drugstore	दवाकीदुकान	N
drum	ढोल	N
drum	ढोलबजाना; बजाना	VT
drumbeat	ढोलकीआवाज़	N
drummer	ढोलबजानेवाला	N
drunk	मत्त; नशेमेंचूर	Adj
drunk	मत्तव्यक्ति	N
drunken	मत्त; नशेमेंचूर	Adj
drunkenness	मत्तता; मतवालापन	N
dry	सूखा; शुष्क	Adj
dry	सूखना	VI
dry	सुखाना	VT
dryer	सुखानेवाला	N
dryness	सूखापन	N
dual	द्विक; दोनों	Adj
dub	उपाधिदेना	VT
dubious	संदिग्ध	Adj
duchess	रानी; ड्यूककीपत्नी	N
duchy	राज्य{ड्यूकका}	N
duck	बतख; शून्य{क्रिकेटमें}	N
duck	झुकना; डुबकीमारना	VI
duckling	बतखकाबच्चा	N
duct	नाली; मोरी; धमनी	N
due	देय; ऋण; प्रतीक्षित	Adj
due	देय; ऋण	N
duel	द्वंदयुद्ध	N
duel	द्वंदयुद्धकरना	VT
duet	युगलगीत	N
dug	थन	N
duke	राजा{इंग्लैंडमेंपदवी}	N
dull	सुस्त; मूढ़; धुंधला; हल्का; कुंद; निरुत्साह	Adj
dull	सुस्तकरना	VT
dullness	सुस्ती; निरुत्साहता; धुंधलापन	N
duly	उचितरीतिसे	Adv
dumb	गूँगा	Adj
dumbfound	हतप्रभहोना	V
dump	स्थान{कूड़ेइत्यादिका}	N
dump	पटकना	VT
dumpling	गुलगुला; पकौड़ियाँ	N
dun	धुंधला; कालेरंगका	Adj
dun	तकाज़ाकरनेवाला; तकाज़ा	N
dun	तकाज़ाकरना	VT
dunce	मूर्ख; जड़; मूढ़मति	N
dung	गोबर; लीद	N
dungeon	अंधकूप{कारागार}	N
dupe	भोला; सीधा; धोखाखानेवाला	N
dupe	ठगना; धोखादेना	VT
duplicate	प्रति; द्विगुण; दोहरा	Adj
duplicate	प्रतिलिपि; नकल	N
duplicate	प्रतिलिपिबनाना	VT
duplicity	छल; कपट	N
durability	टिकाऊपन; टिकाव	N
durable	टिकाऊ	Adj
duration	अवधि	N
duress	दबाव	N
during	केदौरान	Prep
dusk	संध्याकाल; गोधूली	N
dusky	धुंधला; काला; उदास; मलिन	Adj
dust	धूल	N
dust	धूलझाड़ना; छिड़कना	VT
dustcart	कूड़ा गाड़ी	N
dustman	कूड़ालेजानेवाला	N
dustpan	डस्टपैन{चौड़े मुँह वाला छोटा पात्र जिसका प्रयोग जमीन से धूल; मिटटी आदि को बहार कर उठाने के लिए किया जाता है}	N
dusty	धूल धूसरित	Adj
dutch	हॉलैण्ड देश के निवासी[भाषा]	N
dutiful	कर्तव्यपरायण	Adj
duty	कर्तव्य	N
duvet	लोई	N
dwarf	बौना	N
dwell	निवास करना; पर देर तक बोलना	V
dwindle	क्षीण हो जाना	V
dwindling	क्षीयमान	Adj
dye	रंग	N
dye	रंगना	V
dying	मरणकालीन	N
dyke	नहर	N
dynamic	गतिशील	Adj
dynamite	डाईनमाइट{प्रध्वंसक}	N
dynamo	शक्तिमापी{भौतिक शक्ति को विद्युत उर्जा में परिवर्तित करने वाला यन्त्र}	N
dynasty	वंशपरंपरा	N
e	अंग्रेजीवर्णमालाकापाँचवाअक्षर	N
each	हर	Adv
each	प्रत्येक	Det
